endotype	collection	gene_set	overlap_size	signature_size_in_universe	gene_set_size_in_universe	universe_size	overlap_fraction	fold_enrichment	pvalue	leading_genes	fdr
endotype_2	Reactome 2022	Signal Transduction R-HSA-162582	13	60	192	800	0.21666666666666667	0.9027777777777778	0.7195100445518614	AKR1C3,APOE,C3,C5,FGA,FGB,FGG,FN1,KLKB1,KNG1,PCK1,PLG,SCD	0.8336392240325015
endotype_2	Reactome 2022	Activation Of Matrix Metalloproteinases R-HSA-1592389	2	60	33	800	0.03333333333333333	0.8080808080808081	0.7257440151544019	KLKB1,PLG	0.8377058329959077
endotype_2	Reactome 2022	Membrane Trafficking R-HSA-199991	2	60	33	800	0.03333333333333333	0.8080808080808081	0.7257440151544019	APOB,SERPINA1	0.8377058329959077
endotype_2	Reactome 2022	PPARA Activates Gene Expression R-HSA-1989781	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	APOA1	0.8377058329959077
endotype_2	Reactome 2022	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	APOA1	0.8377058329959077
endotype_2	Reactome 2022	Transcriptional Regulation Of White Adipocyte Differentiation R-HSA-381340	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	PCK1	0.8377058329959077
endotype_2	Reactome 2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	2	60	35	800	0.03333333333333333	0.7619047619047619	0.7560824474004832	FN1,LBP	0.8434013765521817
endotype_2	MSigDB Hallmark 2020	Estrogen Response Late	1	60	18	800	0.016666666666666666	0.7407407407407407	0.7580571896391634	SERPINA1	0.8434013765521817
endotype_2	Reactome 2022	Interferon Signaling R-HSA-913531	1	60	18	800	0.016666666666666666	0.7407407407407407	0.7580571896391634	IFNAR1	0.8434013765521817
endotype_2	Reactome 2022	Metabolism Of RNA R-HSA-8953854	1	60	18	800	0.016666666666666666	0.7407407407407407	0.7580571896391634	RPS13	0.8434013765521817
endotype_2	Reactome 2022	Signaling By Rho GTPases R-HSA-194315	1	60	18	800	0.016666666666666666	0.7407407407407407	0.7580571896391634	KLKB1	0.8434013765521817
endotype_2	Reactome 2022	Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542	1	60	18	800	0.016666666666666666	0.7407407407407407	0.7580571896391634	KLKB1	0.8434013765521817
endotype_2	Reactome 2022	Diseases Of Metabolism R-HSA-5668914	2	60	36	800	0.03333333333333333	0.7407407407407407	0.7701612350437129	DCN,SDC1	0.8540401814346124
endotype_2	Reactome 2022	Signaling By PDGF R-HSA-186797	1	60	19	800	0.016666666666666666	0.7017543859649122	0.7766205766233707	PLG	0.8541555278083554
endotype_2	Reactome 2022	Generic Transcription Pathway R-HSA-212436	4	60	70	800	0.06666666666666667	0.7619047619047619	0.7921048741390322	APOE,GPX2,IGFBP3,PCK1	0.865943572220394
endotype_2	Reactome 2022	Cytokine Signaling In Immune System R-HSA-1280215	5	60	87	800	0.08333333333333333	0.7662835249042145	0.8056748773470644	FN1,GHR,IFNAR1,LBP,SDC1	0.8719249119641458
endotype_2	Reactome 2022	Collagen Formation R-HSA-1474290	2	60	39	800	0.03333333333333333	0.6837606837606838	0.8083088353595372	CTSB,CTSS	0.8719249119641458
endotype_2	MSigDB Hallmark 2020	mTORC1 Signaling	1	60	21	800	0.016666666666666666	0.6349206349206349	0.809644561109564	SCD	0.8719249119641458
endotype_2	Reactome 2022	Infectious Disease R-HSA-5663205	4	60	73	800	0.06666666666666667	0.7305936073059361	0.819595259301179	C3,IFNAR1,RPS13,SDC1	0.8784178855668139
endotype_2	Reactome 2022	RNA Polymerase II Transcription R-HSA-73857	4	60	73	800	0.06666666666666667	0.7305936073059361	0.819595259301179	APOE,GPX2,IGFBP3,PCK1	0.8784178855668139
endotype_2	MSigDB Hallmark 2020	IL-2/STAT5 Signaling	1	60	22	800	0.016666666666666666	0.6060606060606061	0.8243060840022804	SERPINC1	0.8806576922886049
endotype_2	Reactome 2022	Gene Expression (Transcription) R-HSA-74160	4	60	75	800	0.06666666666666667	0.7111111111111111	0.8362588065200673	APOE,GPX2,IGFBP3,PCK1	0.8920093936214052
endotype_2	Reactome 2022	Leishmania Infection R-HSA-9658195	1	60	28	800	0.016666666666666666	0.47619047619047616	0.891626616068257	C3	0.9362079468716699
endotype_2	Reactome 2022	Collagen Degradation R-HSA-1442490	1	60	29	800	0.016666666666666666	0.4597701149425288	0.9000494179282371	CTSB	0.9377259051903494
endotype_2	MSigDB Hallmark 2020	UV Response Dn	1	60	29	800	0.016666666666666666	0.4597701149425288	0.9000494179282371	PLPP3	0.9377259051903494
endotype_2	Reactome 2022	Signaling By Interleukins R-HSA-449147	3	60	70	800	0.05	0.5714285714285714	0.9138289259820843	FN1,LBP,SDC1	0.9488991893240286
endotype_2	MSigDB Hallmark 2020	Apoptosis	1	60	36	800	0.016666666666666666	0.37037037037037035	0.9434428170002853	DCN	0.9664536174149264
endotype_2	Reactome 2022	Axon Guidance R-HSA-422475	1	60	38	800	0.016666666666666666	0.3508771929824561	0.9519826865693515	RPS13	0.9707623146807348
endotype_2	MSigDB Hallmark 2020	Inflammatory Response	1	60	38	800	0.016666666666666666	0.3508771929824561	0.9519826865693515	IFNAR1	0.9707623146807348
endotype_2	MSigDB Hallmark 2020	TNF-alpha Signaling via NF-kB	1	60	39	800	0.016666666666666666	0.3418803418803419	0.9557635773906624	PLPP3	0.9716688714168308
endotype_2	Reactome 2022	Developmental Biology R-HSA-1266738	3	60	82	800	0.05	0.4878048780487805	0.9586581051361536	PCK1,RPS13,SLC2A2	0.9716715635769158
endotype_2	Reactome 2022	Nervous System Development R-HSA-9675108	1	60	41	800	0.016666666666666666	0.3252032520325203	0.9624683370661837	RPS13	0.972599582719512
endotype_2	MSigDB Hallmark 2020	Allograft Rejection	1	60	43	800	0.016666666666666666	0.31007751937984496	0.9681712616435061	CTSS	0.9739686943479582
endotype_2	Reactome 2022	Signaling By Receptor Tyrosine Kinases R-HSA-9006934	2	60	73	800	0.03333333333333333	0.36529680365296807	0.98080510644545	APOE,PLG	0.9822668130124328
endotype_3	MSigDB Hallmark 2020	Coagulation	22	60	68	800	0.36666666666666664	4.313725490196079	1.20714193604769e-10	A2M,APOA1,C3,C8B,C9,CFB,F12,F2,F9,FGA,FGG,FN1,HPN,HRG,ITIH1,KLKB1,MST1,PLG,PROS1,SERPINA1,SERPINC1,SERPING1	8.111993810240478e-08
endotype_3	Reactome 2022	Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877	10	60	13	800	0.16666666666666666	10.256410256410257	6.454069024189489e-10	F12,F9,FGA,FGB,FGG,KLKB1,KNG1,PROS1,SERPINC1,SERPING1	2.1685671921276682e-07
endotype_3	Reactome 2022	Hemostasis R-HSA-109582	19	60	59	800	0.31666666666666665	4.293785310734464	3.6943055349322153e-09	APOA1,APOB,F12,F9,FGA,FGB,FGG,FN1,HRG,ITIH4,KLKB1,KNG1,PLG,PROS1,SERPINA1,SERPINC1,SERPINF2,SERPING1,TTR	6.295824012048995e-07
endotype_3	Reactome 2022	Platelet Degranulation R-HSA-114608	14	60	32	800	0.23333333333333334	5.833333333333334	6.558150012551035e-09	APOA1,FGA,FGB,FGG,FN1,HRG,ITIH4,KNG1,PLG,PROS1,SERPINA1,SERPINF2,SERPING1,TTR	6.295824012048995e-07
endotype_3	Reactome 2022	Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005	14	60	32	800	0.23333333333333334	5.833333333333334	6.558150012551035e-09	APOA1,FGA,FGB,FGG,FN1,HRG,ITIH4,KNG1,PLG,PROS1,SERPINA1,SERPINF2,SERPING1,TTR	6.295824012048995e-07
endotype_3	Reactome 2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	14	60	36	800	0.23333333333333334	5.185185185185185	4.200792512969223e-08	APOA1,FGA,FGB,FGG,FN1,HRG,ITIH4,KNG1,PLG,PROS1,SERPINA1,SERPINF2,SERPING1,TTR	2.768667373502411e-06
endotype_3	Reactome 2022	Post-translational Protein Phosphorylation R-HSA-8957275	12	60	26	800	0.2	6.153846153846154	4.532044807816447e-08	APOA1,APOA5,APOB,APOE,C3,FGA,FGG,FN1,IGFBP3,KNG1,SERPINA1,SERPINC1	2.768667373502411e-06
endotype_3	Reactome 2022	Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837	7	60	8	800	0.11666666666666667	11.666666666666668	7.17746754095902e-08	F12,F9,KLKB1,KNG1,PROS1,SERPINC1,SERPING1	4.019381822937052e-06
endotype_3	Reactome 2022	Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426	14	60	39	800	0.23333333333333334	4.786324786324786	1.405144235455041e-07	APOA1,APOA5,APOB,APOE,C3,FGA,FGG,FN1,IGFBP3,KLKB1,KNG1,PLG,SERPINA1,SERPINC1	7.263514817121442e-06
endotype_3	MSigDB Hallmark 2020	Xenobiotic Metabolism	12	60	35	800	0.2	4.571428571428571	2.308259292551415e-06	AOX1,APOE,ARG1,CFB,CYB5A,CYP2E1,HRG,ITIH1,ITIH4,PLG,PROS1,TDO2	6.463126019143963e-05
endotype_3	Reactome 2022	Common Pathway Of Fibrin Clot Formation R-HSA-140875	5	60	6	800	0.08333333333333333	11.11111111111111	1.14510591733075e-05	FGA,FGB,FGG,PROS1,SERPINC1	0.0002653486815331945
endotype_3	Reactome 2022	Regulation Of Complement Cascade R-HSA-977606	6	60	10	800	0.1	8.0	2.3141563212590543e-05	C3,C5,C8B,CFB,PROS1,SERPING1	0.0004859728274644014
endotype_3	Reactome 2022	Defects Of Contact Activation System (CAS) And Kallikrein/Kinin System (KKS) R-HSA-9651496	4	60	5	800	0.06666666666666667	10.666666666666666	0.00013583780276767702	F12,F9,KLKB1,SERPING1	0.0023405898323045887
endotype_3	Reactome 2022	Integrin Signaling R-HSA-354192	4	60	5	800	0.06666666666666667	10.666666666666666	0.00013583780276767702	FGA,FGB,FGG,FN1	0.0023405898323045887
endotype_3	Reactome 2022	Complement Cascade R-HSA-166658	6	60	13	800	0.1	6.153846153846154	0.00015795483533351444	C3,C5,C8B,CFB,PROS1,SERPING1	0.002527277365336231
endotype_3	Reactome 2022	NR1H2 And NR1H3-mediated Signaling R-HSA-9024446	5	60	10	800	0.08333333333333333	6.666666666666667	0.000379427738376644	ABCG5,APOE,PCK1,RXRA,SCD	0.004970361285590607
endotype_3	Reactome 2022	MAP2K And MAPK Activation R-HSA-5674135	4	60	6	800	0.06666666666666667	8.88888888888889	0.000384611289956416	FGA,FGB,FGG,FN1	0.004970361285590607
endotype_3	Reactome 2022	Platelet Aggregation (Plug Formation) R-HSA-76009	4	60	6	800	0.06666666666666667	8.88888888888889	0.000384611289956416	FGA,FGB,FGG,FN1	0.004970361285590607
endotype_3	Reactome 2022	Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948	4	60	6	800	0.06666666666666667	8.88888888888889	0.000384611289956416	FGA,FGB,FGG,FN1	0.004970361285590607
endotype_3	Reactome 2022	Plasma Lipoprotein Remodeling R-HSA-8963899	5	60	11	800	0.08333333333333333	6.0606060606060606	0.0006556622729183943	APOA1,APOA5,APOB,APOE,PCSK6	0.007867947275020732
endotype_3	Reactome 2022	Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955	4	60	7	800	0.06666666666666667	7.619047619047619	0.0008470667900704954	FGA,FGB,FGG,FN1	0.009331621031596278
endotype_3	Reactome 2022	Signaling By RAF1 Mutants R-HSA-9656223	4	60	7	800	0.06666666666666667	7.619047619047619	0.0008470667900704954	FGA,FGB,FGG,FN1	0.009331621031596278
endotype_3	MSigDB Hallmark 2020	Bile Acid Metabolism	5	60	12	800	0.08333333333333333	5.555555555555555	0.0010594858528369332	APOA1,NR1H4,RXRA,SLC27A5,TTR	0.01130118243026062
endotype_3	Reactome 2022	Phase I - Functionalization Of Compounds R-HSA-211945	5	60	12	800	0.08333333333333333	5.555555555555555	0.0010594858528369332	ADH6,CYP2A6,CYP2E1,NR1H4,RXRA	0.01130118243026062
endotype_3	Reactome 2022	Post-translational Protein Modification R-HSA-597592	17	60	107	800	0.2833333333333333	2.1183800623052957	0.0011089034753593038	APOA1,APOA5,APOB,APOE,C3,CTSZ,F9,FGA,FGG,FN1,IGFBP3,KNG1,NR1H4,PROS1,RXRA,SERPINA1,SERPINC1	0.01164348649127269
endotype_3	Reactome 2022	Cytochrome P450 - Arranged By Substrate Type R-HSA-211897	4	60	8	800	0.06666666666666667	6.666666666666667	0.0015992130464035762	CYP2A6,CYP2E1,NR1H4,RXRA	0.015736242362721017
endotype_3	Reactome 2022	Signaling By BRAF And RAF1 Fusions R-HSA-6802952	4	60	8	800	0.06666666666666667	6.666666666666667	0.0015992130464035762	FGA,FGB,FGG,FN1	0.015736242362721017
endotype_3	MSigDB Hallmark 2020	Complement	12	60	64	800	0.2	2.5	0.0016157748854579615	C3,C9,CFB,CTSD,F2,FN1,ITIH1,KLKB1,PLG,SERPINA1,SERPINC1,SERPING1	0.015736242362721017
endotype_3	Reactome 2022	Metabolism Of Proteins R-HSA-392499	21	60	152	800	0.35	1.8421052631578947	0.0017156536350447344	APOA1,APOA5,APOB,APOE,C3,CTSD,CTSZ,F9,FGA,FGG,FN1,IGFBP3,KLKB1,KNG1,NR1H4,PLG,PROS1,RXRA,SERPINA1,SERPINC1,TTR	0.016470274896429448
endotype_3	Reactome 2022	Metabolism R-HSA-1430728	18	60	123	800	0.3	1.9512195121951221	0.002112521497059014	ADH6,AOX1,APOA1,APOA5,APOB,APOE,CYB5A,CYP2A6,CYP2E1,NR1H4,PCK1,PON3,RXRA,SCD,SLC27A5,SLC2A2,TDO2,TTR	0.019994569662305037
endotype_3	Reactome 2022	Metabolism Of Vitamins And Cofactors R-HSA-196854	6	60	20	800	0.1	4.0	0.0023461949495018363	AOX1,APOA1,APOB,APOE,CYB5A,TTR	0.021897819528683807
endotype_3	Reactome 2022	Amyloid Fiber Formation R-HSA-977225	4	60	9	800	0.06666666666666667	5.925925925925926	0.002717555762890744	APOA1,APOE,FGA,TTR	0.022545647810649137
endotype_3	Reactome 2022	Metabolism Of Fat-Soluble Vitamins R-HSA-6806667	4	60	9	800	0.06666666666666667	5.925925925925926	0.002717555762890744	APOA1,APOB,APOE,TTR	0.022545647810649137
endotype_3	Reactome 2022	Oncogenic MAPK Signaling R-HSA-6802957	4	60	9	800	0.06666666666666667	5.925925925925926	0.002717555762890744	FGA,FGB,FGG,FN1	0.022545647810649137
endotype_3	Reactome 2022	Retinoid Metabolism And Transport R-HSA-975634	4	60	9	800	0.06666666666666667	5.925925925925926	0.002717555762890744	APOA1,APOB,APOE,TTR	0.022545647810649137
endotype_3	Reactome 2022	Biological Oxidations R-HSA-211859	5	60	15	800	0.08333333333333333	4.444444444444445	0.003365591742054838	ADH6,CYP2A6,CYP2E1,NR1H4,RXRA	0.027581434764156722
endotype_3	Reactome 2022	Bile Acid And Bile Salt Metabolism R-HSA-194068	3	60	5	800	0.05	8.0	0.0036055732819790373	NR1H4,RXRA,SLC27A5	0.027849945350458767
endotype_3	Reactome 2022	Synthesis Of Bile Acids And Bile Salts R-HSA-192105	3	60	5	800	0.05	8.0	0.0036055732819790373	NR1H4,RXRA,SLC27A5	0.027849945350458767
endotype_3	Reactome 2022	Synthesis Of Bile Acids And Bile Salts Via 7Alpha-Hydroxycholesterol R-HSA-193368	3	60	5	800	0.05	8.0	0.0036055732819790373	NR1H4,RXRA,SLC27A5	0.027849945350458767
endotype_3	Reactome 2022	Regulation Of TLR By Endogenous Ligand R-HSA-5686938	4	60	10	800	0.06666666666666667	5.333333333333333	0.004276307779233479	APOB,FGA,FGB,FGG	0.031929764751609975
endotype_3	Reactome 2022	Visual Phototransduction R-HSA-2187338	4	60	10	800	0.06666666666666667	5.333333333333333	0.004276307779233479	APOA1,APOB,APOE,TTR	0.031929764751609975
endotype_3	Reactome 2022	Plasma Lipoprotein Assembly, Remodeling, And Clearance R-HSA-174824	5	60	16	800	0.08333333333333333	4.166666666666667	0.004615483850877206	APOA1,APOA5,APOB,APOE,PCSK6	0.034083573052631676
endotype_3	Reactome 2022	Innate Immune System R-HSA-168249	14	60	92	800	0.23333333333333334	2.0289855072463765	0.0052023946044078085	APOB,C3,C5,C8B,CFB,CTSD,CTSZ,FGA,FGB,FGG,PROS1,SERPINA1,SERPING1,TTR	0.038000099719152684
endotype_3	Reactome 2022	Sensory Perception R-HSA-9709957	4	60	11	800	0.06666666666666667	4.848484848484849	0.006345248068556384	APOA1,APOB,APOE,TTR	0.04584953443085903
endotype_3	Reactome 2022	Integrin Cell Surface Interactions R-HSA-216083	5	60	18	800	0.08333333333333333	3.7037037037037033	0.008049168805004798	COL18A1,FGA,FGB,FGG,FN1	0.055763313783126024
endotype_3	Reactome 2022	Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	4	60	12	800	0.06666666666666667	4.444444444444445	0.008988129176416112	AMBP,APOA1,APOB,APOE	0.06040022806551627
endotype_3	Reactome 2022	NR1H3 And NR1H2 Regulate Gene Expression Linked To Cholesterol Transport And Efflux R-HSA-9029569	3	60	7	800	0.05	5.714285714285714	0.011311136636950034	ABCG5,APOE,RXRA	0.07308734442336945
endotype_3	Reactome 2022	Metabolism Of Steroids R-HSA-8957322	4	60	14	800	0.06666666666666667	3.8095238095238093	0.016214185027389527	NR1H4,RXRA,SCD,SLC27A5	0.09518125133668394
endotype_3	Reactome 2022	Disorders Of Transmembrane Transporters R-HSA-5619115	3	60	8	800	0.05	5.0	0.01713829079127791	ABCG5,APOA1,SLC2A2	0.09518125133668394
endotype_3	Reactome 2022	Dissolution Of Fibrin Clot R-HSA-75205	3	60	8	800	0.05	5.0	0.01713829079127791	HRG,PLG,SERPINF2	0.09518125133668394
endotype_3	Reactome 2022	IRAK4 Deficiency (TLR2/4) R-HSA-5603041	3	60	8	800	0.05	5.0	0.01713829079127791	FGA,FGB,FGG	0.09518125133668394
endotype_3	Reactome 2022	MyD88 Deficiency (TLR2/4) R-HSA-5602498	3	60	8	800	0.05	5.0	0.01713829079127791	FGA,FGB,FGG	0.09518125133668394
endotype_3	Reactome 2022	Plasma Lipoprotein Clearance R-HSA-8964043	3	60	8	800	0.05	5.0	0.01713829079127791	APOA1,APOB,APOE	0.09518125133668394
endotype_3	Reactome 2022	Signaling By Nuclear Receptors R-HSA-9006931	6	60	30	800	0.1	2.6666666666666665	0.019802765126174973	ABCG5,APOE,CTSD,PCK1,RXRA,SCD	0.10907752594089822
endotype_3	Reactome 2022	Cell Surface Interactions At Vascular Wall R-HSA-202733	3	60	9	800	0.05	4.444444444444444	0.024348658305471477	APOB,FN1,PROS1	0.1221067043378868
endotype_3	Reactome 2022	Drug ADME R-HSA-9748784	3	60	9	800	0.05	4.444444444444444	0.024348658305471477	CYP2E1,PCK1,PON3	0.1221067043378868
endotype_3	Reactome 2022	Scavenging By Class A Receptors R-HSA-3000480	3	60	9	800	0.05	4.444444444444444	0.024348658305471477	APOA1,APOB,APOE	0.1221067043378868
endotype_3	Reactome 2022	PPARA Activates Gene Expression R-HSA-1989781	4	60	17	800	0.06666666666666667	3.1372549019607847	0.03250848427939265	APOA1,APOA5,NR1H4,RXRA	0.15593757276643228
endotype_3	Reactome 2022	Regulation Of Lipid Metabolism By PPARalpha R-HSA-400206	4	60	17	800	0.06666666666666667	3.1372549019607847	0.03250848427939265	APOA1,APOA5,NR1H4,RXRA	0.15593757276643228
endotype_3	Reactome 2022	Metabolism Of Lipids R-HSA-556833	8	60	52	800	0.13333333333333333	2.0512820512820515	0.033638099735248846	APOA1,APOA5,CYP2E1,NR1H4,PON3,RXRA,SCD,SLC27A5	0.15807554560900158
endotype_3	Reactome 2022	Vesicle-mediated Transport R-HSA-5653656	7	60	44	800	0.11666666666666667	2.121212121212121	0.03938741274008693	AMBP,APOA1,APOB,APOE,CTSZ,GJB1,SERPINA1	0.17694593337889566
endotype_3	Reactome 2022	Fatty Acid Metabolism R-HSA-8978868	3	60	11	800	0.05	3.6363636363636367	0.04292828656156205	PON3,RXRA,SCD	0.18374400362655857
endotype_3	Reactome 2022	Heme Signaling R-HSA-9707616	3	60	11	800	0.05	3.6363636363636367	0.04292828656156205	APOA1,APOB,RXRA	0.18374400362655857
endotype_3	Reactome 2022	Transport Of Small Molecules R-HSA-382551	7	60	45	800	0.11666666666666667	2.074074074074074	0.04393428705315671	ABCG5,APOA1,APOA5,APOB,APOE,PCSK6,SLC2A2	0.1868597525298817
endotype_3	Reactome 2022	Gamma-carboxylation Of Protein Precursors R-HSA-159740	2	60	5	800	0.03333333333333333	5.333333333333333	0.04775496610366842	F9,PROS1	0.18766863872318817
endotype_3	Reactome 2022	Initial Triggering Of Complement R-HSA-166663	2	60	5	800	0.03333333333333333	5.333333333333333	0.04775496610366842	C3,CFB	0.18766863872318817
endotype_3	Reactome 2022	Removal Of Aminoterminal Propeptides From Gamma-Carboxylated Proteins R-HSA-159782	2	60	5	800	0.03333333333333333	5.333333333333333	0.04775496610366842	F9,PROS1	0.18766863872318817
endotype_3	Reactome 2022	ER-Phagosome Pathway R-HSA-1236974	3	60	12	800	0.05	3.333333333333333	0.05424167235661067	FGA,FGB,FGG	0.20710456717978618
endotype_3	Reactome 2022	Diseases Associated With TLR Signaling Cascade R-HSA-5602358	3	60	13	800	0.05	3.076923076923077	0.06683571045231712	FGA,FGB,FGG	0.23509379477145229
endotype_3	Reactome 2022	ABC Transporter Disorders R-HSA-5619084	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	ABCG5,APOA1	0.23509379477145229
endotype_3	Reactome 2022	Assembly Of Active LPL And LIPC Lipase Complexes R-HSA-8963889	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	APOA5,PCSK6	0.23509379477145229
endotype_3	Reactome 2022	COPII-mediated Vesicle Transport R-HSA-204005	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	CTSZ,SERPINA1	0.23509379477145229
endotype_3	Reactome 2022	Cargo Concentration In ER R-HSA-5694530	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	CTSZ,SERPINA1	0.23509379477145229
endotype_3	Reactome 2022	Gamma Carboxylation, Hypusine Formation And Arylsulfatase Activation R-HSA-163841	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	F9,PROS1	0.23509379477145229
endotype_3	Reactome 2022	Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins R-HSA-159854	2	60	6	800	0.03333333333333333	4.444444444444445	0.06821918151850179	F9,PROS1	0.23509379477145229
endotype_3	Reactome 2022	ABC-family Proteins Mediated Transport R-HSA-382556	2	60	7	800	0.03333333333333333	3.8095238095238093	0.09098239947112248	ABCG5,APOA1	0.29970672766957995
endotype_3	Reactome 2022	Immune System R-HSA-168256	17	60	166	800	0.2833333333333333	1.3654618473895583	0.09289959487877421	APOB,C3,C5,C8B,CFB,CTSD,CTSZ,FGA,FGB,FGG,FN1,GHR,HNRNPA2B1,PROS1,SERPINA1,SERPING1,TTR	0.3045294037001769
endotype_3	Reactome 2022	Antigen processing-Cross Presentation R-HSA-1236975	3	60	16	800	0.05	2.5	0.1115658383204481	FGA,FGB,FGG	0.346791307093212
endotype_3	Reactome 2022	Activation Of Gene Expression By SREBF (SREBP) R-HSA-2426168	2	60	8	800	0.03333333333333333	3.3333333333333335	0.11559710236440399	RXRA,SCD	0.346791307093212
endotype_3	Reactome 2022	Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377	2	60	8	800	0.03333333333333333	3.3333333333333335	0.11559710236440399	CTSD,CTSZ	0.346791307093212
endotype_3	Reactome 2022	Nuclear Receptor Transcription Pathway R-HSA-383280	2	60	8	800	0.03333333333333333	3.3333333333333335	0.11559710236440399	NR1H4,RXRA	0.346791307093212
endotype_3	Reactome 2022	Regulation Of Cholesterol Biosynthesis By SREBP (SREBF) R-HSA-1655829	2	60	8	800	0.03333333333333333	3.3333333333333335	0.11559710236440399	RXRA,SCD	0.346791307093212
endotype_3	MSigDB Hallmark 2020	KRAS Signaling Up	4	60	26	800	0.06666666666666667	2.0512820512820515	0.12327328167336174	ARG1,CFB,IGFBP3,NR1H4	0.366547103028757
endotype_3	Reactome 2022	RAF/MAP Kinase Cascade R-HSA-5673001	4	60	27	800	0.06666666666666667	1.9753086419753088	0.13691457746471625	FGA,FGB,FGG,FN1	0.3964492935424875
endotype_3	Reactome 2022	Toll-like Receptor Cascades R-HSA-168898	4	60	27	800	0.06666666666666667	1.9753086419753088	0.13691457746471625	APOB,FGA,FGB,FGG	0.3964492935424875
endotype_3	Reactome 2022	Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	2	60	9	800	0.03333333333333333	2.962962962962963	0.14166808638124187	AOX1,CYB5A	0.3964492935424875
endotype_3	MSigDB Hallmark 2020	heme Metabolism	2	60	9	800	0.03333333333333333	2.962962962962963	0.14166808638124187	C3,SELENBP1	0.3964492935424875
endotype_3	Reactome 2022	Class I MHC Mediated Antigen Processing And Presentation R-HSA-983169	3	60	18	800	0.05	2.222222222222222	0.14630866785496563	FGA,FGB,FGG	0.3964492935424875
endotype_3	Reactome 2022	MyD88:MAL(TIRAP) Cascade Initiated On Plasma Membrane R-HSA-166058	3	60	18	800	0.05	2.222222222222222	0.14630866785496563	FGA,FGB,FGG	0.3964492935424875
endotype_3	Reactome 2022	MAPK1/MAPK3 Signaling R-HSA-5684996	4	60	29	800	0.06666666666666667	1.8390804597701151	0.16593563030682332	FGA,FGB,FGG,FN1	0.43307407911082
endotype_3	Reactome 2022	ER To Golgi Anterograde Transport R-HSA-199977	2	60	10	800	0.03333333333333333	2.6666666666666665	0.16884733441523042	CTSZ,SERPINA1	0.43307407911082
endotype_3	Reactome 2022	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	2	60	11	800	0.03333333333333333	2.4242424242424243	0.19682934504937896	NR1H4,RXRA	0.48628426423964216
endotype_3	Reactome 2022	SUMOylation R-HSA-2990846	2	60	11	800	0.03333333333333333	2.4242424242424243	0.19682934504937896	NR1H4,RXRA	0.48628426423964216
endotype_3	Reactome 2022	Transport To Golgi And Subsequent Modification R-HSA-948021	2	60	11	800	0.03333333333333333	2.4242424242424243	0.19682934504937896	CTSZ,SERPINA1	0.48628426423964216
endotype_3	Reactome 2022	Toll Like Receptor 4 (TLR4) Cascade R-HSA-166016	3	60	21	800	0.05	1.9047619047619049	0.20392616211596787	FGA,FGB,FGG	0.5001400764304029
endotype_3	Reactome 2022	G Alpha (I) Signaling Events R-HSA-418594	3	60	22	800	0.05	1.8181818181818183	0.2242221699391377	C3,C5,KNG1	0.5369968194435842
endotype_3	Reactome 2022	Membrane Trafficking R-HSA-199991	4	60	33	800	0.06666666666666667	1.6161616161616161	0.22971203838595747	APOB,CTSZ,GJB1,SERPINA1	0.5435439781526881
endotype_3	Reactome 2022	Neutrophil Degranulation R-HSA-6798695	5	60	45	800	0.08333333333333333	1.4814814814814814	0.24252935648173662	C3,CTSD,CTSZ,SERPINA1,TTR	0.5698591872577867
endotype_3	Reactome 2022	MAPK Family Signaling Cascades R-HSA-5683057	4	60	34	800	0.06666666666666667	1.5686274509803924	0.24658562380056878	FGA,FGB,FGG,FN1	0.5733755681452671
endotype_3	Reactome 2022	Signal Transduction R-HSA-162582	17	60	192	800	0.2833333333333333	1.1805555555555556	0.2505290889414196	ABCG5,APOE,C3,C5,CTSD,FGA,FGB,FGG,FN1,HPN,KLKB1,KNG1,PCK1,PCSK6,PLG,RXRA,SCD	0.5805363716159793
endotype_3	Reactome 2022	Adaptive Immune System R-HSA-1280218	5	60	47	800	0.08333333333333333	1.4184397163120568	0.27224176142503703	C3,CTSD,FGA,FGB,FGG	0.6184349637858445
