endotype	collection	gene_set	overlap_size	signature_size_in_universe	gene_set_size_in_universe	universe_size	overlap_fraction	fold_enrichment	pvalue	leading_genes	fdr
endotype_1	Reactome 2022	Gamma-carboxylation, Transport, And Amino-Terminal Cleavage Of Proteins R-HSA-159854	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	PROS1	0.6184349637858445
endotype_1	Reactome 2022	Glucose Metabolism R-HSA-70326	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	PCK1	0.6184349637858445
endotype_1	Reactome 2022	Heparan Sulfate/Heparin (HS-GAG) Metabolism R-HSA-1638091	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	BGN	0.6184349637858445
endotype_1	Reactome 2022	IRS-mediated Signaling R-HSA-112399	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	FGFR2	0.6184349637858445
endotype_1	Reactome 2022	Insulin Receptor Signaling Cascade R-HSA-74751	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	FGFR2	0.6184349637858445
endotype_1	Reactome 2022	Loss Of Function Of SMAD2/3 In Cancer R-HSA-3304349	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	TGFB1	0.6184349637858445
endotype_1	Reactome 2022	Muscle Contraction R-HSA-397014	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	TTR	0.6184349637858445
endotype_1	Reactome 2022	PI3K Cascade R-HSA-109704	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	FGFR2	0.6184349637858445
endotype_1	Reactome 2022	Signaling By FGFR In Disease R-HSA-1226099	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	FGFR2	0.6184349637858445
endotype_1	Reactome 2022	Signaling By TGF-beta Receptor Complex In Cancer R-HSA-3304351	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	TGFB1	0.6184349637858445
endotype_1	Reactome 2022	Unfolded Protein Response (UPR) R-HSA-381119	1	60	6	800	0.016666666666666666	2.2222222222222223	0.3745580807452957	ASNS	0.6184349637858445
endotype_1	MSigDB Hallmark 2020	p53 Pathway	3	60	30	800	0.05	1.3333333333333333	0.3941023069797874	CTSD,HINT1,TGFB1	0.6459432933912612
endotype_1	Reactome 2022	Metabolism Of RNA R-HSA-8953854	2	60	18	800	0.03333333333333333	1.4814814814814814	0.3966488422121873	CD44,HNRNPA2B1	0.6485353332520435
endotype_1	Reactome 2022	Cellular Response To Starvation R-HSA-9711097	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	ASNS	0.6607540945537205
endotype_1	Reactome 2022	Diseases Associated With Glycosaminoglycan Metabolism R-HSA-3560782	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	BGN	0.6607540945537205
endotype_1	Reactome 2022	Downregulation Of TGF-beta Receptor Signaling R-HSA-2173788	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	TGFB1	0.6607540945537205
endotype_1	Reactome 2022	Interleukin-12 Family Signaling R-HSA-447115	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	HNRNPA2B1	0.6607540945537205
endotype_1	Reactome 2022	NCAM1 Interactions R-HSA-419037	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	COL4A2	0.6607540945537205
endotype_1	MSigDB Hallmark 2020	Pperoxisome	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	TTR	0.6607540945537205
endotype_1	Reactome 2022	Signaling By Insulin Receptor R-HSA-74752	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	FGFR2	0.6607540945537205
endotype_1	Reactome 2022	UCH Proteinases R-HSA-5689603	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	TGFB1	0.6607540945537205
endotype_1	Reactome 2022	mRNA Splicing - Major Pathway R-HSA-72163	1	60	7	800	0.016666666666666666	1.9047619047619047	0.42182069429099117	HNRNPA2B1	0.6607540945537205
endotype_1	Reactome 2022	Diseases Of Glycosylation R-HSA-3781865	3	60	32	800	0.05	1.25	0.4361241598055241	ADAMTS10,BGN,THBS1	0.6786572047472851
endotype_1	Reactome 2022	Neutrophil Degranulation R-HSA-6798695	4	60	45	800	0.06666666666666667	1.1851851851851851	0.4412975801593784	CD44,CTSD,SERPINA1,TTR	0.6786572047472851
endotype_1	Reactome 2022	Transport Of Small Molecules R-HSA-382551	4	60	45	800	0.06666666666666667	1.1851851851851851	0.4412975801593784	ABCG5,APOA1,APOE,PCSK6	0.6786572047472851
endotype_1	Reactome 2022	FOXO-mediated Transcription Of Oxidative Stress, Metabolic And Neuronal Genes R-HSA-9615017	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	PCK1	0.6786572047472851
endotype_1	Reactome 2022	IGF1R Signaling Cascade R-HSA-2428924	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	FGFR2	0.6786572047472851
endotype_1	Reactome 2022	IRS-related Events Triggered By IGF1R R-HSA-2428928	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	FGFR2	0.6786572047472851
endotype_1	Reactome 2022	Metabolism Of Angiotensinogen To Angiotensins R-HSA-2022377	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	CTSD	0.6786572047472851
endotype_1	Reactome 2022	Nuclear Receptor Transcription Pathway R-HSA-383280	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	NR1H4	0.6786572047472851
endotype_1	Reactome 2022	Processing Of Capped Intron-Containing Pre-mRNA R-HSA-72203	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	HNRNPA2B1	0.6786572047472851
endotype_1	Reactome 2022	Signaling By Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R) R-HSA-2404192	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	FGFR2	0.6786572047472851
endotype_1	Reactome 2022	Transcriptional Activation Of Mitochondrial Biogenesis R-HSA-2151201	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	POLRMT	0.6786572047472851
endotype_1	Reactome 2022	mRNA Splicing R-HSA-72172	1	60	8	800	0.016666666666666666	1.6666666666666667	0.46556692170907504	HNRNPA2B1	0.6786572047472851
endotype_1	Reactome 2022	Adaptive Immune System R-HSA-1280218	4	60	47	800	0.06666666666666667	1.1347517730496455	0.4761802522371398	CTSD,FGA,FGB,FGG	0.6850743452353242
endotype_1	Reactome 2022	Immune System R-HSA-168256	13	60	166	800	0.21666666666666667	1.0441767068273093	0.48234479444879924	CD44,COL1A2,CTSD,FGA,FGB,FGG,HNRNPA2B1,LAMA5,PROS1,SERPINA1,SERPING1,TGFB1,TTR	0.6911208995087273
endotype_1	Reactome 2022	Interleukin-4 And Interleukin-13 Signaling R-HSA-6785807	3	60	35	800	0.05	1.1428571428571428	0.4971084257594642	COL1A2,LAMA5,TGFB1	0.7107592810858723
endotype_1	MSigDB Hallmark 2020	IL-2/STAT5 Signaling	2	60	22	800	0.03333333333333333	1.2121212121212122	0.5017525803625174	CD44,KLF6	0.7114403212469385
endotype_1	MSigDB Hallmark 2020	Angiogenesis	1	60	9	800	0.016666666666666666	1.4814814814814814	0.5060542761250545	COL3A1	0.7114403212469385
endotype_1	MSigDB Hallmark 2020	G2-M Checkpoint	1	60	9	800	0.016666666666666666	1.4814814814814814	0.5060542761250545	TGFB1	0.7114403212469385
endotype_1	Reactome 2022	Metabolism Of Water-Soluble Vitamins And Cofactors R-HSA-196849	1	60	9	800	0.016666666666666666	1.4814814814814814	0.5060542761250545	CYB5A	0.7114403212469385
endotype_1	Reactome 2022	SMAD2/SMAD3:SMAD4 Heterotrimer Regulates Transcription R-HSA-2173796	1	60	9	800	0.016666666666666666	1.4814814814814814	0.5060542761250545	COL1A2	0.7114403212469385
endotype_1	Reactome 2022	Transcriptional Regulation By RUNX3 R-HSA-8878159	1	60	9	800	0.016666666666666666	1.4814814814814814	0.5060542761250545	TGFB1	0.7114403212469385
endotype_1	Reactome 2022	Diseases Of Metabolism R-HSA-5668914	3	60	36	800	0.05	1.111111111111111	0.5167430574655808	ADAMTS10,BGN,THBS1	0.7249505941897083
endotype_1	Reactome 2022	Defective B3GALTL Causes PpS R-HSA-5083635	2	60	23	800	0.03333333333333333	1.1594202898550725	0.5262135787105195	ADAMTS10,THBS1	0.7261363655474552
endotype_1	Reactome 2022	Diseases Associated With O-glycosylation Of Proteins R-HSA-3906995	2	60	23	800	0.03333333333333333	1.1594202898550725	0.5262135787105195	ADAMTS10,THBS1	0.7261363655474552
endotype_1	MSigDB Hallmark 2020	Glycolysis	2	60	23	800	0.03333333333333333	1.1594202898550725	0.5262135787105195	CD44,CYB5A	0.7261363655474552
endotype_1	Reactome 2022	O-glycosylation Of TSR Domain-Containing Proteins R-HSA-5173214	2	60	23	800	0.03333333333333333	1.1594202898550725	0.5262135787105195	ADAMTS10,THBS1	0.7261363655474552
endotype_1	Reactome 2022	ER To Golgi Anterograde Transport R-HSA-199977	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	SERPINA1	0.7261363655474552
endotype_1	Reactome 2022	Formation Of Cornified Envelope R-HSA-6809371	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	PCSK6	0.7261363655474552
endotype_1	Reactome 2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	ASNS	0.7261363655474552
endotype_1	Reactome 2022	Mitochondrial Biogenesis R-HSA-1592230	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	POLRMT	0.7261363655474552
endotype_1	MSigDB Hallmark 2020	Myc Targets V1	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	HNRNPA2B1	0.7261363655474552
endotype_1	Reactome 2022	NCAM Signaling For Neurite Out-Growth R-HSA-375165	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	COL4A2	0.7261363655474552
endotype_1	Reactome 2022	TGF-beta Receptor Signaling Activates SMADs R-HSA-2173789	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	TGFB1	0.7261363655474552
endotype_1	Reactome 2022	Transcriptional Activity Of SMAD2/SMAD3:SMAD4 Heterotrimer R-HSA-2173793	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	COL1A2	0.7261363655474552
endotype_1	MSigDB Hallmark 2020	Unfolded Protein Response	1	60	10	800	0.016666666666666666	1.3333333333333333	0.5435217140928125	ASNS	0.7261363655474552
endotype_1	Reactome 2022	O-linked Glycosylation R-HSA-5173105	2	60	24	800	0.03333333333333333	1.1111111111111112	0.5498775268608017	ADAMTS10,THBS1	0.7302721305345035
endotype_1	Reactome 2022	Axon Guidance R-HSA-422475	3	60	38	800	0.05	1.0526315789473684	0.5548001638510038	ABLIM1,COL4A2,CXCL12	0.7331024888114884
endotype_1	Reactome 2022	Metabolism Of Lipids R-HSA-556833	4	60	52	800	0.06666666666666667	1.0256410256410258	0.5595872336411478	APOA1,GGT5,NR1H4,SLC27A5	0.7331024888114884
endotype_1	Reactome 2022	Anti-inflammatory Response Favoring Leishmania Infection R-HSA-9662851	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	GGT5	0.7331024888114884
endotype_1	Reactome 2022	FOXO-mediated Transcription R-HSA-9614085	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	PCK1	0.7331024888114884
endotype_1	Reactome 2022	Fatty Acid Metabolism R-HSA-8978868	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	GGT5	0.7331024888114884
endotype_1	Reactome 2022	Heme Signaling R-HSA-9707616	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	APOA1	0.7331024888114884
endotype_1	Reactome 2022	Keratinization R-HSA-6805567	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	PCSK6	0.7331024888114884
endotype_1	Reactome 2022	Protein Localization R-HSA-9609507	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	CYB5A	0.7331024888114884
endotype_1	Reactome 2022	SUMO E3 Ligases SUMOylate Target Proteins R-HSA-3108232	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	NR1H4	0.7331024888114884
endotype_1	Reactome 2022	SUMOylation R-HSA-2990846	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	NR1H4	0.7331024888114884
endotype_1	Reactome 2022	Signaling By ROBO Receptors R-HSA-376176	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	CXCL12	0.7331024888114884
endotype_1	Reactome 2022	Transcriptional Regulation By RUNX1 R-HSA-8878171	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	THBS1	0.7331024888114884
endotype_1	Reactome 2022	Transport To Golgi And Subsequent Modification R-HSA-948021	1	60	11	800	0.016666666666666666	1.2121212121212122	0.578190950997156	SERPINA1	0.7331024888114884
endotype_1	Reactome 2022	Developmental Biology R-HSA-1266738	6	60	82	800	0.1	0.975609756097561	0.5946694038334007	ABLIM1,COL4A2,CXCL12,PCK1,PCSK6,TGFB1	0.7498446196858266
endotype_1	Reactome 2022	Nervous System Development R-HSA-9675108	3	60	41	800	0.05	0.975609756097561	0.6085478915248541	ABLIM1,COL4A2,CXCL12	0.7594442299255845
endotype_1	Reactome 2022	Interferon Gamma Signaling R-HSA-877300	1	60	12	800	0.016666666666666666	1.1111111111111112	0.6102676847616304	CD44	0.7594442299255845
endotype_1	Reactome 2022	Constitutive Signaling By Aberrant PI3K In Cancer R-HSA-2219530	1	60	13	800	0.016666666666666666	1.0256410256410258	0.6399427341452629	FGFR2	0.783317882232453
endotype_1	Reactome 2022	Collagen Degradation R-HSA-1442490	2	60	29	800	0.03333333333333333	0.9195402298850576	0.6557881639888165	CTSD,TMPRSS6	0.799799720872023
endotype_1	Reactome 2022	Chemokine Receptors Bind Chemokines R-HSA-380108	1	60	14	800	0.016666666666666666	0.9523809523809523	0.667393097488699	CXCL12	0.8037422249326267
endotype_1	Reactome 2022	Transcriptional Regulation By RUNX2 R-HSA-8878166	1	60	14	800	0.016666666666666666	0.9523809523809523	0.667393097488699	COL1A1	0.8037422249326267
endotype_1	MSigDB Hallmark 2020	Oxidative Phosphorylation	1	60	15	800	0.016666666666666666	0.8888888888888888	0.692782937375058	CYB5A	0.8225267383675601
endotype_1	Reactome 2022	Signaling By NTRKs R-HSA-166520	1	60	15	800	0.016666666666666666	0.8888888888888888	0.692782937375058	PCSK6	0.8225267383675601
endotype_1	Reactome 2022	Cellular Responses To Stimuli R-HSA-8953897	3	60	47	800	0.05	0.851063829787234	0.7028869956119975	APOA1,ASNS,MRPL18	0.8275644829540934
endotype_1	Reactome 2022	Cellular Responses To Stress R-HSA-2262752	3	60	47	800	0.05	0.851063829787234	0.7028869956119975	APOA1,ASNS,MRPL18	0.8275644829540934
endotype_1	Reactome 2022	Peptide Hormone Metabolism R-HSA-2980736	1	60	16	800	0.016666666666666666	0.8333333333333334	0.7162644963018051	CTSD	0.8313121615109033
endotype_1	Reactome 2022	MHC Class II Antigen Presentation R-HSA-2132295	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	CTSD	0.8377058329959077
endotype_1	Reactome 2022	Organelle Biogenesis And Maintenance R-HSA-1852241	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	POLRMT	0.8377058329959077
endotype_1	Reactome 2022	PI3K/AKT Signaling In Cancer R-HSA-2219528	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	FGFR2	0.8377058329959077
endotype_1	Reactome 2022	PI5P, PP2A And IER3 Regulate PI3K/AKT Signaling R-HSA-6811558	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	FGFR2	0.8377058329959077
endotype_1	MSigDB Hallmark 2020	UV Response Up	1	60	17	800	0.016666666666666666	0.7843137254901962	0.7379789481154425	ASNS	0.8377058329959077
endotype_1	Reactome 2022	Interferon Signaling R-HSA-913531	1	60	18	800	0.016666666666666666	0.7407407407407407	0.7580571896391634	CD44	0.8434013765521817
endotype_1	MSigDB Hallmark 2020	Apical Junction	1	60	19	800	0.016666666666666666	0.7017543859649122	0.7766205766233707	ADAM15	0.8541555278083554
endotype_1	Reactome 2022	Deubiquitination R-HSA-5688426	1	60	19	800	0.016666666666666666	0.7017543859649122	0.7766205766233707	TGFB1	0.8541555278083554
endotype_1	Reactome 2022	Negative Regulation Of PI3K/AKT Network R-HSA-199418	1	60	19	800	0.016666666666666666	0.7017543859649122	0.7766205766233707	FGFR2	0.8541555278083554
endotype_1	Reactome 2022	Signaling By Interleukins R-HSA-449147	4	60	70	800	0.06666666666666667	0.7619047619047619	0.7921048741390322	COL1A2,HNRNPA2B1,LAMA5,TGFB1	0.865943572220394
endotype_1	Reactome 2022	SARS-CoV-2 Infection R-HSA-9694516	1	60	20	800	0.016666666666666666	0.6666666666666666	0.7937816078686944	RPN2	0.865943572220394
endotype_1	MSigDB Hallmark 2020	Inflammatory Response	2	60	38	800	0.03333333333333333	0.7017543859649122	0.7962508592267079	HPN,KLF6	0.867229460940596
endotype_1	Reactome 2022	Cytokine Signaling In Immune System R-HSA-1280215	5	60	87	800	0.08333333333333333	0.7662835249042145	0.8056748773470644	CD44,COL1A2,HNRNPA2B1,LAMA5,TGFB1	0.8719249119641458
endotype_1	MSigDB Hallmark 2020	TNF-alpha Signaling via NF-kB	2	60	39	800	0.03333333333333333	0.6837606837606838	0.8083088353595372	CD44,KLF6	0.8719249119641458
endotype_1	MSigDB Hallmark 2020	mTORC1 Signaling	1	60	21	800	0.016666666666666666	0.6349206349206349	0.809644561109564	ASNS	0.8719249119641458
endotype_1	Reactome 2022	G Alpha (I) Signaling Events R-HSA-418594	1	60	22	800	0.016666666666666666	0.6060606060606061	0.8243060840022804	CXCL12	0.8806576922886049
endotype_1	MSigDB Hallmark 2020	Interferon Gamma Response	1	60	24	800	0.016666666666666666	0.5555555555555556	0.850376535354286	SERPING1	0.9043540900958015
endotype_1	MSigDB Hallmark 2020	Allograft Rejection	2	60	43	800	0.03333333333333333	0.6201550387596899	0.8505234894948609	F2,TGFB1	0.9043540900958015
endotype_1	Reactome 2022	Peptide Ligand-Binding Receptors R-HSA-375276	1	60	25	800	0.016666666666666666	0.5333333333333333	0.8619453599402949	CXCL12	0.9150509982304552
endotype_1	MSigDB Hallmark 2020	KRAS Signaling Up	1	60	26	800	0.016666666666666666	0.5128205128205129	0.8726334611062075	NR1H4	0.9234798202572779
endotype_1	Reactome 2022	Class A/1 (Rhodopsin-like Receptors) R-HSA-373076	1	60	28	800	0.016666666666666666	0.47619047619047616	0.891626616068257	CXCL12	0.9362079468716699
endotype_1	Reactome 2022	Leishmania Infection R-HSA-9658195	1	60	28	800	0.016666666666666666	0.47619047619047616	0.891626616068257	GGT5	0.9362079468716699
endotype_1	Reactome 2022	PIP3 Activates AKT Signaling R-HSA-1257604	1	60	29	800	0.016666666666666666	0.4597701149425288	0.9000494179282371	FGFR2	0.9377259051903494
endotype_1	Reactome 2022	SARS-CoV Infections R-HSA-9679506	1	60	29	800	0.016666666666666666	0.4597701149425288	0.9000494179282371	RPN2	0.9377259051903494
endotype_1	Reactome 2022	Intracellular Signaling By Second Messengers R-HSA-9006925	1	60	30	800	0.016666666666666666	0.4444444444444444	0.907827673342382	FGFR2	0.944365629235419
endotype_1	Reactome 2022	Activation Of Matrix Metalloproteinases R-HSA-1592389	1	60	33	800	0.016666666666666666	0.40404040404040403	0.9277629325629898	PLG	0.957861012303164
endotype_1	Reactome 2022	Membrane Trafficking R-HSA-199991	1	60	33	800	0.016666666666666666	0.40404040404040403	0.9277629325629898	SERPINA1	0.957861012303164
endotype_1	Reactome 2022	Infectious Disease R-HSA-5663205	3	60	73	800	0.05	0.5479452054794521	0.9279278556686902	GGT5,RPN2,TGFB1	0.957861012303164
endotype_1	Reactome 2022	GPCR Downstream Signaling R-HSA-388396	1	60	34	800	0.016666666666666666	0.3921568627450981	0.9334138113716216	CXCL12	0.9605728656075494
endotype_1	Reactome 2022	GPCR Ligand Binding R-HSA-500792	1	60	34	800	0.016666666666666666	0.3921568627450981	0.9334138113716216	CXCL12	0.9605728656075494
endotype_1	Reactome 2022	Signaling By GPCR R-HSA-372790	1	60	42	800	0.016666666666666666	0.31746031746031744	0.9654352669423748	CXCL12	0.9739686943479582
endotype_2	MSigDB Hallmark 2020	Coagulation	20	60	68	800	0.3333333333333333	3.9215686274509807	7.814059686242594e-09	A2M,APOA1,C3,C8B,C9,CFB,CFI,CTSB,CTSH,F9,FGA,FGG,FN1,HRG,ITIH1,KLKB1,PLG,SERPINA1,SERPINC1,SERPING1	6.563810136443779e-07
endotype_2	Reactome 2022	Hemostasis R-HSA-109582	17	60	59	800	0.2833333333333333	3.84180790960452	2.0474474886636704e-07	APOA1,APOB,F9,FGA,FGB,FGG,FN1,HRG,ITIH4,KLKB1,KNG1,PLG,SDC1,SERPINA1,SERPINC1,SERPING1,TTR	9.827747945585618e-06
endotype_2	Reactome 2022	Post-translational Protein Phosphorylation R-HSA-8957275	11	60	26	800	0.18333333333333332	5.641025641025641	5.447539173480815e-07	APOA1,APOB,APOE,C3,FGA,FGG,FN1,IGFBP3,KNG1,SERPINA1,SERPINC1	2.2879664528619424e-05
endotype_2	Reactome 2022	Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877	8	60	13	800	0.13333333333333333	8.205128205128206	6.066829401872626e-07	F9,FGA,FGB,FGG,KLKB1,KNG1,SERPINC1,SERPING1	2.3981819753284733e-05
endotype_2	Reactome 2022	Platelet Degranulation R-HSA-114608	12	60	32	800	0.2	5.0	7.452207974665168e-07	APOA1,FGA,FGB,FGG,FN1,HRG,ITIH4,KNG1,PLG,SERPINA1,SERPING1,TTR	2.6357282941973645e-05
endotype_2	Reactome 2022	Response To Elevated Platelet Cytosolic Ca2+ R-HSA-76005	12	60	32	800	0.2	5.0	7.452207974665168e-07	APOA1,FGA,FGB,FGG,FN1,HRG,ITIH4,KNG1,PLG,SERPINA1,SERPING1,TTR	2.6357282941973645e-05
endotype_2	Reactome 2022	Metabolism R-HSA-1430728	24	60	123	800	0.4	2.6016260162601625	1.169351837814547e-06	ACSM3,ADH6,AKR1A1,AKR1C3,AOX1,APOA1,APOB,APOE,CYB5A,CYP2A6,CYP2E1,DCN,GPX2,HMGCL,MPC2,PCK1,PLPP3,PON3,RPS13,SCD,SDC1,SLC2A2,TDO2,TTR	3.743994376403814e-05
endotype_2	Reactome 2022	Regulation Of IGF Transport And Uptake By IGFBPs R-HSA-381426	13	60	39	800	0.21666666666666667	4.444444444444445	1.169998242626192e-06	APOA1,APOB,APOE,C3,FGA,FGG,FN1,IGFBP3,KLKB1,KNG1,PLG,SERPINA1,SERPINC1	3.743994376403814e-05
endotype_2	MSigDB Hallmark 2020	Xenobiotic Metabolism	12	60	35	800	0.2	4.571428571428571	2.308259292551415e-06	AKR1C3,AOX1,APOE,ARG1,CFB,CYB5A,CYP2E1,HRG,ITIH1,ITIH4,PLG,TDO2	6.463126019143963e-05
endotype_2	Reactome 2022	Platelet Activation, Signaling And Aggregation R-HSA-76002	12	60	36	800	0.2	4.444444444444444	3.26417064180193e-06	APOA1,FGA,FGB,FGG,FN1,HRG,ITIH4,KNG1,PLG,SERPINA1,SERPING1,TTR	8.774090685163587e-05
endotype_2	Reactome 2022	Metabolism Of Fat-Soluble Vitamins R-HSA-6806667	6	60	9	800	0.1	8.888888888888888	9.829240091651037e-06	AKR1C3,APOA1,APOB,APOE,SDC1,TTR	0.0002359017621996249
endotype_2	Reactome 2022	Retinoid Metabolism And Transport R-HSA-975634	6	60	9	800	0.1	8.888888888888888	9.829240091651037e-06	AKR1C3,APOA1,APOB,APOE,SDC1,TTR	0.0002359017621996249
endotype_2	Reactome 2022	Regulation Of Complement Cascade R-HSA-977606	6	60	10	800	0.1	8.0	2.3141563212590543e-05	C3,C5,C8B,CFB,CFI,SERPING1	0.0004859728274644014
endotype_2	Reactome 2022	Visual Phototransduction R-HSA-2187338	6	60	10	800	0.1	8.0	2.3141563212590543e-05	AKR1C3,APOA1,APOB,APOE,SDC1,TTR	0.0004859728274644014
endotype_2	Reactome 2022	Metabolism Of Vitamins And Cofactors R-HSA-196854	8	60	20	800	0.13333333333333333	5.333333333333333	3.8937249200200165e-05	AKR1C3,AOX1,APOA1,APOB,APOE,CYB5A,SDC1,TTR	0.000792903983713167
endotype_2	Reactome 2022	Sensory Perception R-HSA-9709957	6	60	11	800	0.1	7.272727272727273	4.7946296926543626e-05	AKR1C3,APOA1,APOB,APOE,SDC1,TTR	0.0009476444569010976
endotype_2	Reactome 2022	Intrinsic Pathway Of Fibrin Clot Formation R-HSA-140837	5	60	8	800	0.08333333333333333	8.333333333333334	9.49205337374138e-05	F9,KLKB1,KNG1,SERPINC1,SERPING1	0.001771849963098391
endotype_2	Reactome 2022	Integrin Signaling R-HSA-354192	4	60	5	800	0.06666666666666667	10.666666666666666	0.00013583780276767702	FGA,FGB,FGG,FN1	0.0023405898323045887
endotype_2	Reactome 2022	Complement Cascade R-HSA-166658	6	60	13	800	0.1	6.153846153846154	0.00015795483533351444	C3,C5,C8B,CFB,CFI,SERPING1	0.002527277365336231
endotype_2	Reactome 2022	Regulation Of TLR By Endogenous Ligand R-HSA-5686938	5	60	10	800	0.08333333333333333	6.666666666666667	0.000379427738376644	APOB,FGA,FGB,FGG,LBP	0.004970361285590607
endotype_2	Reactome 2022	Common Pathway Of Fibrin Clot Formation R-HSA-140875	4	60	6	800	0.06666666666666667	8.88888888888889	0.000384611289956416	FGA,FGB,FGG,SERPINC1	0.004970361285590607
endotype_2	Reactome 2022	MAP2K And MAPK Activation R-HSA-5674135	4	60	6	800	0.06666666666666667	8.88888888888889	0.000384611289956416	FGA,FGB,FGG,FN1	0.004970361285590607
endotype_2	Reactome 2022	Platelet Aggregation (Plug Formation) R-HSA-76009	4	60	6	800	0.06666666666666667	8.88888888888889	0.000384611289956416	FGA,FGB,FGG,FN1	0.004970361285590607
endotype_2	Reactome 2022	Signaling By High-Kinase Activity BRAF Mutants R-HSA-6802948	4	60	6	800	0.06666666666666667	8.88888888888889	0.000384611289956416	FGA,FGB,FGG,FN1	0.004970361285590607
endotype_2	MSigDB Hallmark 2020	Complement	13	60	64	800	0.21666666666666667	2.7083333333333335	0.0004336699496936947	C3,C9,CFB,CTSB,CTSH,CTSS,FN1,ITIH1,KLKB1,PLG,SERPINA1,SERPINC1,SERPING1	0.005498607664040808
endotype_2	Reactome 2022	Innate Immune System R-HSA-168249	16	60	92	800	0.26666666666666666	2.318840579710145	0.000561921390141927	APOB,C3,C5,C8B,CFB,CFI,CTSB,CTSH,CTSS,FGA,FGB,FGG,LBP,SERPINA1,SERPING1,TTR	0.0069927995217662015
endotype_2	Reactome 2022	Fatty Acid Metabolism R-HSA-8978868	5	60	11	800	0.08333333333333333	6.0606060606060606	0.0006556622729183943	ACSM3,AKR1C3,GPX2,PON3,SCD	0.007867947275020732
endotype_2	Reactome 2022	Paradoxical Activation Of RAF Signaling By Kinase Inactive BRAF R-HSA-6802955	4	60	7	800	0.06666666666666667	7.619047619047619	0.0008470667900704954	FGA,FGB,FGG,FN1	0.009331621031596278
endotype_2	Reactome 2022	Signaling By RAF1 Mutants R-HSA-9656223	4	60	7	800	0.06666666666666667	7.619047619047619	0.0008470667900704954	FGA,FGB,FGG,FN1	0.009331621031596278
endotype_2	Reactome 2022	Signaling By BRAF And RAF1 Fusions R-HSA-6802952	4	60	8	800	0.06666666666666667	6.666666666666667	0.0015992130464035762	FGA,FGB,FGG,FN1	0.015736242362721017
