atlas_dataset_id	gene	cell_type	n_cells	mean_expr	pct_expr
GSE115469	COL4A2	Hepatic Stellate Cells	37	0.9728480311664375	0.8108108108108109
GSE115469	COL4A2	Hepatocyte 1	1006	0.0022935997065208543	0.002982107355864811
GSE115469	COL4A2	Hepatocyte 2	909	0.008543950889763658	0.007700770077007701
GSE115469	COL4A2	Hepatocyte 3	629	0.012807192976789368	0.006359300476947536
GSE115469	COL4A2	Hepatocyte 4	603	0.0	0.0
GSE115469	COL4A2	Hepatocyte 5	202	0.00483863756503209	0.009900990099009901
GSE115469	COL4A2	Hepatocyte 6	152	0.0	0.0
GSE115469	COL4A2	Inflammatory Macrophage	813	0.0033457082172748055	0.006150061500615006
GSE115469	COL4A2	Mature B Cells	129	0.0	0.0
GSE115469	COL4A2	NK-like Cells	488	0.0	0.0
GSE115469	COL4A2	Non-inflammatory Macrophage	379	0.017452405672274667	0.013192612137203167
GSE115469	COL4A2	Periportal LSECs	327	0.05843299066801683	0.08256880733944955
GSE115469	COL4A2	Plasma Cells	511	0.013091735118989142	0.007827788649706457
GSE115469	COL4A2	Portal endothelial Cells	211	0.14049736110237537	0.15165876777251186
GSE115469	COL4A2	alpha-beta T Cells	961	0.0031462860653229236	0.002081165452653486
GSE115469	COL4A2	gamma-delta T Cells 1	464	0.0	0.0
GSE115469	COL4A2	gamma-delta T Cells 2	105	0.008060978140149798	0.009523809523809525
GSE115469	SERPINA1	Central venous LSECs	306	1.7817863194771062	0.8725490196078431
GSE115469	SERPINA1	Cholangiocytes	119	3.3664033375367395	1.0
GSE115469	SERPINA1	Erythroid Cells	93	5.532192359047551	0.9247311827956989
GSE115469	SERPINA1	Hepatic Stellate Cells	37	1.598433844141058	0.972972972972973
GSE115469	SERPINA1	Hepatocyte 1	1006	6.92539917024419	1.0
GSE115469	SERPINA1	Hepatocyte 2	909	6.216656932998674	1.0
GSE115469	SERPINA1	Hepatocyte 3	629	8.983148123008837	1.0
GSE115469	SERPINA1	Hepatocyte 4	603	7.180332159323874	1.0
GSE115469	SERPINA1	Hepatocyte 5	202	7.786936039971833	1.0
GSE115469	SERPINA1	Hepatocyte 6	152	8.29017135030345	1.0
GSE115469	SERPINA1	Inflammatory Macrophage	813	2.6298001886587157	0.9348093480934809
GSE115469	SERPINA1	Mature B Cells	129	2.497813956682072	0.875968992248062
GSE115469	SERPINA1	NK-like Cells	488	2.0716404288274344	0.8852459016393442
GSE115469	SERPINA1	Non-inflammatory Macrophage	379	2.4858483142934564	0.920844327176781
GSE115469	SERPINA1	Periportal LSECs	327	1.8094592805302472	0.9327217125382263
GSE115469	SERPINA1	Plasma Cells	511	2.841461615086535	0.9412915851272016
GSE115469	SERPINA1	Portal endothelial Cells	211	1.6944772763557343	0.8909952606635071
GSE115469	SERPINA1	alpha-beta T Cells	961	2.2581255751643545	0.8740894901144641
GSE115469	SERPINA1	gamma-delta T Cells 1	464	2.5408917575560768	0.8771551724137931
GSE115469	SERPINA1	gamma-delta T Cells 2	105	1.2151842914876483	0.8476190476190476
GSE115469	THBS1	Central venous LSECs	306	0.03279521574381909	0.032679738562091505
GSE115469	THBS1	Cholangiocytes	119	0.06430638412467572	0.07563025210084033
GSE115469	THBS1	Erythroid Cells	93	0.0	0.0
GSE115469	THBS1	Hepatic Stellate Cells	37	0.3871511277314779	0.3783783783783784
GSE115469	THBS1	Hepatocyte 1	1006	0.013698526867341332	0.013916500994035786
GSE115469	THBS1	Hepatocyte 2	909	0.023083175369615207	0.020902090209020903
GSE115469	THBS1	Hepatocyte 3	629	0.040841743563241155	0.019077901430842606
GSE115469	THBS1	Hepatocyte 4	603	0.022124382393870188	0.008291873963515755
GSE115469	THBS1	Hepatocyte 5	202	0.0024887850821608366	0.009900990099009901
GSE115469	THBS1	Hepatocyte 6	152	0.0	0.0
GSE115469	THBS1	Inflammatory Macrophage	813	0.5155129648589267	0.22632226322263221
GSE115469	THBS1	Mature B Cells	129	0.0	0.0
GSE115469	THBS1	NK-like Cells	488	0.015760415035193084	0.010245901639344262
GSE115469	THBS1	Non-inflammatory Macrophage	379	0.19028350679415196	0.08179419525065963
GSE115469	THBS1	Periportal LSECs	327	0.0901858422005213	0.10091743119266056
GSE115469	THBS1	Plasma Cells	511	0.023479924976475785	0.0136986301369863
GSE115469	THBS1	Portal endothelial Cells	211	0.0685890143234018	0.08530805687203792
GSE115469	THBS1	alpha-beta T Cells	961	0.0	0.0
GSE115469	THBS1	gamma-delta T Cells 1	464	0.0	0.0
GSE115469	THBS1	gamma-delta T Cells 2	105	0.008060978140149798	0.009523809523809525
GSE115469	CTSH	Central venous LSECs	306	0.03774713247624877	0.0457516339869281
GSE115469	CTSH	Cholangiocytes	119	0.7975742516397428	0.7478991596638656
GSE115469	CTSH	Erythroid Cells	93	0.0	0.0
GSE115469	CTSH	Hepatic Stellate Cells	37	0.016293398431829503	0.02702702702702703
GSE115469	CTSH	Hepatocyte 1	1006	0.5296161998781722	0.43538767395626243
GSE115469	CTSH	Hepatocyte 2	909	0.29797108023866964	0.2816281628162816
GSE115469	CTSH	Hepatocyte 3	629	0.16677010988014113	0.0794912559618442
GSE115469	CTSH	Hepatocyte 4	603	0.2802949141507125	0.15754560530679934
GSE115469	CTSH	Hepatocyte 5	202	0.17127914866893598	0.26732673267326734
GSE115469	CTSH	Hepatocyte 6	152	0.48630273420559733	0.17105263157894737
GSE115469	CTSH	Inflammatory Macrophage	813	0.5461548140586375	0.37761377613776137
GSE115469	CTSH	Mature B Cells	129	0.1635564598002175	0.08527131782945736
GSE115469	CTSH	NK-like Cells	488	0.008356654741724983	0.006147540983606557
GSE115469	CTSH	Non-inflammatory Macrophage	379	0.3291504815574686	0.2691292875989446
GSE115469	CTSH	Periportal LSECs	327	0.03743723946244709	0.04892966360856269
GSE115469	CTSH	Plasma Cells	511	0.4569955927460161	0.32289628180039137
GSE115469	CTSH	Portal endothelial Cells	211	0.08767326661690152	0.11374407582938388
GSE115469	CTSH	alpha-beta T Cells	961	0.08350802447867815	0.06763787721123829
GSE115469	CTSH	gamma-delta T Cells 1	464	0.015077441930770874	0.00646551724137931
GSE115469	CTSH	gamma-delta T Cells 2	105	0.1086670370328994	0.1523809523809524
GSE115469	PCSK6	Central venous LSECs	306	0.06410323326883752	0.0784313725490196
GSE115469	PCSK6	Cholangiocytes	119	0.03293696859804522	0.058823529411764705
GSE115469	PCSK6	Erythroid Cells	93	0.0	0.0
GSE115469	PCSK6	Hepatic Stellate Cells	37	0.0	0.0
GSE115469	PCSK6	Hepatocyte 1	1006	0.5186242583850269	0.4234592445328032
GSE115469	PCSK6	Hepatocyte 2	909	0.6284942389911551	0.5159515951595159
GSE115469	PCSK6	Hepatocyte 3	629	1.000814917167154	0.39268680445151033
GSE115469	PCSK6	Hepatocyte 4	603	0.6951988503509888	0.3333333333333333
GSE115469	PCSK6	Hepatocyte 5	202	0.8129753583286068	0.7128712871287128
GSE115469	PCSK6	Hepatocyte 6	152	0.10622199938485496	0.039473684210526314
GSE115469	PCSK6	Inflammatory Macrophage	813	0.010272688787948308	0.01107011070110701
GSE115469	PCSK6	Mature B Cells	129	0.022224157355552495	0.015503875968992248
GSE115469	PCSK6	NK-like Cells	488	0.018914194624932087	0.012295081967213115
GSE115469	PCSK6	Non-inflammatory Macrophage	379	0.014375904933758336	0.0158311345646438
GSE115469	PCSK6	Periportal LSECs	327	0.015778408320307368	0.01834862385321101
GSE115469	PCSK6	Plasma Cells	511	0.02857307025364467	0.01761252446183953
GSE115469	PCSK6	Portal endothelial Cells	211	0.0228211794278068	0.02843601895734597
GSE115469	PCSK6	alpha-beta T Cells	961	0.0043439166726976725	0.003121748178980229
GSE115469	PCSK6	gamma-delta T Cells 1	464	0.023526366928528095	0.01293103448275862
GSE115469	PCSK6	gamma-delta T Cells 2	105	0.0032375914709908624	0.009523809523809525
GSE115469	PRSS53	Central venous LSECs	306	0.0	0.0
GSE115469	PRSS53	Cholangiocytes	119	0.0	0.0
GSE115469	PRSS53	Erythroid Cells	93	0.0	0.0
GSE115469	PRSS53	Hepatic Stellate Cells	37	0.0	0.0
GSE115469	PRSS53	Hepatocyte 1	1006	0.0021333916049828348	0.0019880715705765406
GSE115469	PRSS53	Hepatocyte 2	909	0.0016511112156480845	0.0011001100110011
GSE115469	PRSS53	Hepatocyte 3	629	0.0	0.0
GSE115469	PRSS53	Hepatocyte 4	603	0.0043293130931569565	0.003316749585406302
GSE115469	PRSS53	Hepatocyte 5	202	0.00739214281634529	0.024752475247524754
GSE115469	PRSS53	Hepatocyte 6	152	0.0	0.0
GSE115469	PRSS53	Inflammatory Macrophage	813	0.0	0.0
GSE115469	PRSS53	Mature B Cells	129	0.0	0.0
GSE115469	PRSS53	NK-like Cells	488	0.0	0.0
GSE115469	PRSS53	Non-inflammatory Macrophage	379	0.0	0.0
GSE115469	PRSS53	Periportal LSECs	327	0.0010951185992004674	0.0030581039755351682
GSE115469	PRSS53	Plasma Cells	511	0.0	0.0
GSE115469	PRSS53	Portal endothelial Cells	211	0.0	0.0
GSE115469	PRSS53	alpha-beta T Cells	961	0.0011139615641424236	0.001040582726326743
GSE115469	PRSS53	gamma-delta T Cells 1	464	0.0	0.0
GSE115469	PRSS53	gamma-delta T Cells 2	105	0.005435659771873837	0.009523809523809525
GSE115469	SERPINF2	Central venous LSECs	306	0.052663174330019484	0.032679738562091505
GSE115469	SERPINF2	Cholangiocytes	119	0.11226962894952598	0.15966386554621848
GSE115469	SERPINF2	Erythroid Cells	93	0.20849671222830332	0.06451612903225806
GSE115469	SERPINF2	Hepatic Stellate Cells	37	0.03318781063363359	0.05405405405405406
GSE115469	SERPINF2	Hepatocyte 1	1006	1.7646980740678002	0.8817097415506958
GSE115469	SERPINF2	Hepatocyte 2	909	1.7316167336551531	0.8998899889988999
GSE115469	SERPINF2	Hepatocyte 3	629	2.7093028678234505	0.8282988871224165
GSE115469	SERPINF2	Hepatocyte 4	603	2.7204626132402057	0.8888888888888888
GSE115469	SERPINF2	Hepatocyte 5	202	2.488395122018191	0.9801980198019802
GSE115469	SERPINF2	Hepatocyte 6	152	1.1446808435414966	0.3026315789473684
GSE115469	SERPINF2	Inflammatory Macrophage	813	0.12981774961303227	0.09471094710947109
GSE115469	SERPINF2	Mature B Cells	129	0.10988903276680052	0.06201550387596899
GSE115469	SERPINF2	NK-like Cells	488	0.07136237254885376	0.05942622950819672
GSE115469	SERPINF2	Non-inflammatory Macrophage	379	0.07606648714687075	0.05804749340369393
GSE115469	SERPINF2	Periportal LSECs	327	0.04909102841983877	0.07033639143730887
GSE115469	SERPINF2	Plasma Cells	511	0.119577803286321	0.09393346379647749
GSE115469	SERPINF2	Portal endothelial Cells	211	0.07427976178049477	0.10900473933649289
GSE115469	SERPINF2	alpha-beta T Cells	961	0.09058250460490724	0.05202913631633715
GSE115469	SERPINF2	gamma-delta T Cells 1	464	0.12498636530904934	0.0668103448275862
GSE115469	SERPINF2	gamma-delta T Cells 2	105	0.04301818325406029	0.0761904761904762
GSE115469	SERPINF1	Central venous LSECs	306	0.02480001854740716	0.026143790849673203
GSE115469	SERPINF1	Cholangiocytes	119	0.04781803789259005	0.07563025210084033
GSE115469	SERPINF1	Erythroid Cells	93	0.2972429109516964	0.07526881720430108
GSE115469	SERPINF1	Hepatic Stellate Cells	37	0.4551040022759824	0.35135135135135137
GSE115469	SERPINF1	Hepatocyte 1	1006	2.018558730128745	0.911530815109344
GSE115469	SERPINF1	Hepatocyte 2	909	1.005041873625534	0.7007700770077008
GSE115469	SERPINF1	Hepatocyte 3	629	1.8760114857047465	0.6502384737678856
GSE115469	SERPINF1	Hepatocyte 4	603	1.745278139612568	0.7014925373134329
GSE115469	SERPINF1	Hepatocyte 5	202	1.8106727037246864	0.9207920792079208
GSE115469	SERPINF1	Hepatocyte 6	152	2.0284535061371955	0.4934210526315789
GSE115469	SERPINF1	Inflammatory Macrophage	813	0.1799528466452825	0.12915129151291513
GSE115469	SERPINF1	Mature B Cells	129	0.05188758382501528	0.03875968992248062
GSE115469	SERPINF1	NK-like Cells	488	0.046551178591173206	0.03278688524590164
GSE115469	SERPINF1	Non-inflammatory Macrophage	379	0.2132381380862485	0.14775725593667546
GSE115469	SERPINF1	Periportal LSECs	327	0.041330150644713584	0.06116207951070336
GSE115469	SERPINF1	Plasma Cells	511	0.04748989816631123	0.0547945205479452
GSE115469	SERPINF1	Portal endothelial Cells	211	0.06543954440626489	0.07582938388625593
GSE115469	SERPINF1	alpha-beta T Cells	961	0.043609560900498626	0.03225806451612903
GSE115469	SERPINF1	gamma-delta T Cells 1	464	0.05829455806263562	0.028017241379310345
GSE115469	SERPINF1	gamma-delta T Cells 2	105	0.09908281167348226	0.11428571428571428
GSE115469	COL1A1	Central venous LSECs	306	0.0008773403424842685	0.0032679738562091504
GSE115469	COL1A1	Cholangiocytes	119	0.00396377981460395	0.01680672268907563
GSE115469	COL1A1	Erythroid Cells	93	0.0	0.0
GSE115469	COL1A1	Hepatic Stellate Cells	37	2.5675466705012964	0.8108108108108109
GSE115469	COL1A1	Hepatocyte 1	1006	0.006110237144807698	0.004970178926441352
GSE115469	COL1A1	Hepatocyte 2	909	0.0050406673691584854	0.005500550055005501
GSE115469	COL1A1	Hepatocyte 3	629	0.009713111886538459	0.0047694753577106515
GSE115469	COL1A1	Hepatocyte 4	603	0.008653021175074539	0.004975124378109453
GSE115469	COL1A1	Hepatocyte 5	202	0.0	0.0
GSE115469	COL1A1	Hepatocyte 6	152	0.0	0.0
GSE115469	COL1A1	Inflammatory Macrophage	813	0.0011460646198831069	0.0012300123001230013
GSE115469	COL1A1	Mature B Cells	129	0.007581728835438573	0.007751937984496124
GSE115469	COL1A1	NK-like Cells	488	0.0018789520273443127	0.0020491803278688526
GSE115469	COL1A1	Non-inflammatory Macrophage	379	0.0	0.0
GSE115469	COL1A1	Periportal LSECs	327	0.007596610427267325	0.012232415902140673
GSE115469	COL1A1	Plasma Cells	511	0.006501411038602169	0.0019569471624266144
GSE115469	COL1A1	Portal endothelial Cells	211	0.0	0.0
GSE115469	COL1A1	alpha-beta T Cells	961	0.0020578040912917948	0.002081165452653486
GSE115469	COL1A1	gamma-delta T Cells 1	464	0.0027149311941245505	0.0021551724137931034
GSE115469	COL1A1	gamma-delta T Cells 2	105	0.018203035706565493	0.0380952380952381
GSE115469	GCGR	Central venous LSECs	306	0.006586747816185546	0.006535947712418301
GSE115469	GCGR	Cholangiocytes	119	0.0	0.0
GSE115469	GCGR	Erythroid Cells	93	0.06041819562194168	0.021505376344086023
GSE115469	GCGR	Hepatic Stellate Cells	37	0.005704760954186723	0.02702702702702703
GSE115469	GCGR	Hepatocyte 1	1006	0.2065743677777277	0.20377733598409542
GSE115469	GCGR	Hepatocyte 2	909	0.1890549213841672	0.1793179317931793
GSE115469	GCGR	Hepatocyte 3	629	0.2655645378632841	0.10969793322734499
GSE115469	GCGR	Hepatocyte 4	603	0.49387857915947886	0.23217247097844113
GSE115469	GCGR	Hepatocyte 5	202	0.29731600952915627	0.37623762376237624
GSE115469	GCGR	Hepatocyte 6	152	0.0	0.0
GSE115469	GCGR	Inflammatory Macrophage	813	0.01212903985531421	0.007380073800738007
GSE115469	GCGR	Mature B Cells	129	0.0	0.0
GSE115469	GCGR	NK-like Cells	488	0.0	0.0
GSE115469	GCGR	Non-inflammatory Macrophage	379	0.008706628804471058	0.002638522427440633
GSE115469	GCGR	Periportal LSECs	327	0.002871890133673992	0.0030581039755351682
GSE115469	GCGR	Plasma Cells	511	0.008323740760874141	0.009784735812133072
GSE115469	GCGR	Portal endothelial Cells	211	0.0054473559862064525	0.009478672985781991
GSE115469	GCGR	alpha-beta T Cells	961	0.010928573674143415	0.007284079084287201
GSE115469	GCGR	gamma-delta T Cells 1	464	0.017885188604223317	0.008620689655172414
GSE115469	GCGR	gamma-delta T Cells 2	105	0.002620756909960792	0.009523809523809525
GSE115469	TTR	Central venous LSECs	306	0.348238054833381	0.24509803921568626
GSE115469	TTR	Cholangiocytes	119	1.1315844492251133	0.7563025210084033
GSE115469	TTR	Erythroid Cells	93	2.2554620350560834	0.5376344086021505
GSE115469	TTR	Hepatic Stellate Cells	37	0.7518722358587626	0.5135135135135135
GSE115469	TTR	Hepatocyte 1	1006	7.099086846319392	1.0
GSE115469	TTR	Hepatocyte 2	909	5.887723066625815	1.0
GSE115469	TTR	Hepatocyte 3	629	3.2975810351167083	0.8680445151033387
GSE115469	TTR	Hepatocyte 4	603	5.803221761093013	0.9966832504145937
GSE115469	TTR	Hepatocyte 5	202	4.411497298443671	1.0
GSE115469	TTR	Hepatocyte 6	152	7.801791706367543	0.9736842105263158
GSE115469	TTR	Inflammatory Macrophage	813	0.878360715455308	0.4145141451414514
GSE115469	TTR	Mature B Cells	129	0.6516483074934908	0.34108527131782945
GSE115469	TTR	NK-like Cells	488	0.5359930220197459	0.32581967213114754
GSE115469	TTR	Non-inflammatory Macrophage	379	0.5012505148048452	0.36147757255936674
GSE115469	TTR	Periportal LSECs	327	0.5748203275582842	0.45871559633027525
GSE115469	TTR	Plasma Cells	511	0.3478037162944529	0.2309197651663405
GSE115469	TTR	Portal endothelial Cells	211	0.7648134560487564	0.5450236966824644
GSE115469	TTR	alpha-beta T Cells	961	0.5948769557178331	0.3100936524453694
GSE115469	TTR	gamma-delta T Cells 1	464	0.6942821902961567	0.3254310344827586
GSE115469	TTR	gamma-delta T Cells 2	105	0.2856129309960774	0.37142857142857144
GSE115469	SEC11C	Central venous LSECs	306	0.12522500539137646	0.09803921568627451
GSE115469	SEC11C	Cholangiocytes	119	0.33467545917555064	0.4789915966386555
GSE115469	SEC11C	Erythroid Cells	93	0.22128264686112764	0.10752688172043011
GSE115469	SEC11C	Hepatic Stellate Cells	37	0.026445364629900135	0.08108108108108109
GSE115469	SEC11C	Hepatocyte 1	1006	0.6900247100214835	0.5298210735586482
GSE115469	SEC11C	Hepatocyte 2	909	0.5366593828492432	0.4444444444444444
GSE115469	SEC11C	Hepatocyte 3	629	0.7289628131590511	0.31319554848966613
GSE115469	SEC11C	Hepatocyte 4	603	0.3211905683451031	0.1724709784411277
GSE115469	SEC11C	Hepatocyte 5	202	0.41553166102949934	0.43564356435643564
GSE115469	SEC11C	Hepatocyte 6	152	0.9910284563114768	0.29605263157894735
GSE115469	SEC11C	Inflammatory Macrophage	813	0.09290762296058741	0.08364083640836409
GSE115469	SEC11C	Mature B Cells	129	0.142149243243905	0.08527131782945736
GSE115469	SEC11C	NK-like Cells	488	0.1391365059086534	0.08811475409836066
GSE115469	SEC11C	Non-inflammatory Macrophage	379	0.1493914279113659	0.1266490765171504
GSE115469	SEC11C	Periportal LSECs	327	0.2296263704970707	0.290519877675841
GSE115469	SEC11C	Plasma Cells	511	2.240726410526119	0.8238747553816047
GSE115469	SEC11C	Portal endothelial Cells	211	0.11479729470483499	0.15639810426540285
GSE115469	SEC11C	alpha-beta T Cells	961	0.20122420918060763	0.1404786680541103
GSE115469	SEC11C	gamma-delta T Cells 1	464	0.21052761902583056	0.11422413793103449
GSE115469	SEC11C	gamma-delta T Cells 2	105	0.13204638603187743	0.23809523809523808
GSE115469	CYB5A	Central venous LSECs	306	0.47728127440790724	0.3954248366013072
GSE115469	CYB5A	Cholangiocytes	119	1.371928949065569	0.8823529411764706
GSE115469	CYB5A	Erythroid Cells	93	1.1837410990909865	0.34408602150537637
GSE115469	CYB5A	Hepatic Stellate Cells	37	0.6421149667050388	0.5945945945945946
GSE115469	CYB5A	Hepatocyte 1	1006	3.8830846648804	0.9960238568588469
GSE115469	CYB5A	Hepatocyte 2	909	3.2691938096147166	0.9944994499449945
GSE115469	CYB5A	Hepatocyte 3	629	2.8721192993685625	0.8314785373608903
GSE115469	CYB5A	Hepatocyte 4	603	2.8328208472598253	0.8656716417910447
GSE115469	CYB5A	Hepatocyte 5	202	3.176363418007841	0.9455445544554455
GSE115469	CYB5A	Hepatocyte 6	152	5.906027637029949	1.0
GSE115469	CYB5A	Inflammatory Macrophage	813	0.34001931697496773	0.23493234932349324
GSE115469	CYB5A	Mature B Cells	129	0.3200031320254008	0.18604651162790697
GSE115469	CYB5A	NK-like Cells	488	0.35290351265766584	0.2336065573770492
GSE115469	CYB5A	Non-inflammatory Macrophage	379	0.37240884187668166	0.3113456464379947
GSE115469	CYB5A	Periportal LSECs	327	0.4848418189298122	0.4740061162079511
GSE115469	CYB5A	Plasma Cells	511	0.2786348119465572	0.22504892367906065
GSE115469	CYB5A	Portal endothelial Cells	211	0.6426246229788704	0.5497630331753555
GSE115469	CYB5A	alpha-beta T Cells	961	0.42044134309338976	0.2497398543184183
GSE115469	CYB5A	gamma-delta T Cells 1	464	0.47738700462826367	0.22198275862068967
GSE115469	CYB5A	gamma-delta T Cells 2	105	0.2557188596044268	0.37142857142857144
GSE115469	RPN2	Central venous LSECs	306	0.343391782610245	0.30392156862745096
GSE115469	RPN2	Cholangiocytes	119	0.3733486273959905	0.5042016806722689
GSE115469	RPN2	Erythroid Cells	93	0.25118658683633294	0.12903225806451613
GSE115469	RPN2	Hepatic Stellate Cells	37	0.44064142977869186	0.5675675675675675
GSE115469	RPN2	Hepatocyte 1	1006	0.5748852641427257	0.4731610337972167
GSE115469	RPN2	Hepatocyte 2	909	0.4219921308972261	0.37293729372937295
GSE115469	RPN2	Hepatocyte 3	629	0.8792030527974539	0.3481717011128776
GSE115469	RPN2	Hepatocyte 4	603	0.6654988795172911	0.33499170812603646
GSE115469	RPN2	Hepatocyte 5	202	0.6521459674038509	0.6336633663366337
GSE115469	RPN2	Hepatocyte 6	152	0.24655300065090782	0.05921052631578947
GSE115469	RPN2	Inflammatory Macrophage	813	0.3385436019481035	0.27552275522755226
GSE115469	RPN2	Mature B Cells	129	0.16967990855837978	0.11627906976744186
GSE115469	RPN2	NK-like Cells	488	0.21404255865538707	0.1598360655737705
GSE115469	RPN2	Non-inflammatory Macrophage	379	0.5957449003857485	0.45646437994722955
GSE115469	RPN2	Periportal LSECs	327	0.27077161377176234	0.29357798165137616
GSE115469	RPN2	Plasma Cells	511	1.209450456188033	0.6125244618395304
GSE115469	RPN2	Portal endothelial Cells	211	0.2661844425574298	0.2890995260663507
GSE115469	RPN2	alpha-beta T Cells	961	0.311288069704941	0.19042663891779396
GSE115469	RPN2	gamma-delta T Cells 1	464	0.26046905897814654	0.15301724137931033
GSE115469	RPN2	gamma-delta T Cells 2	105	0.2425357175724847	0.4095238095238095
GSE115469	LBP	Central venous LSECs	306	0.03860795984860339	0.03594771241830065
GSE115469	LBP	Cholangiocytes	119	0.05526715692351846	0.058823529411764705
GSE115469	LBP	Erythroid Cells	93	0.06871496733798775	0.021505376344086023
GSE115469	LBP	Hepatic Stellate Cells	37	0.04248578322900308	0.05405405405405406
GSE115469	LBP	Hepatocyte 1	1006	0.9982877347477624	0.6789264413518886
GSE115469	LBP	Hepatocyte 2	909	0.7191460386689085	0.5478547854785478
GSE115469	LBP	Hepatocyte 3	629	2.0979123541963878	0.7058823529411765
GSE115469	LBP	Hepatocyte 4	603	0.8922146338333142	0.42122719734660036
GSE115469	LBP	Hepatocyte 5	202	1.4301239362742642	0.8267326732673267
GSE115469	LBP	Hepatocyte 6	152	0.7786004802114085	0.23684210526315788
GSE115469	LBP	Inflammatory Macrophage	813	0.03193469442711252	0.01968019680196802
GSE115469	LBP	Mature B Cells	129	0.0620213506757751	0.031007751937984496
GSE115469	LBP	NK-like Cells	488	0.030283495905946513	0.022540983606557378
GSE115469	LBP	Non-inflammatory Macrophage	379	0.05525264890967699	0.03430079155672823
GSE115469	LBP	Periportal LSECs	327	0.022857074799523078	0.027522935779816515
GSE115469	LBP	Plasma Cells	511	0.05425513607181915	0.03522504892367906
GSE115469	LBP	Portal endothelial Cells	211	0.03262422343283468	0.03317535545023697
GSE115469	LBP	alpha-beta T Cells	961	0.019090083275575667	0.014568158168574402
GSE115469	LBP	gamma-delta T Cells 1	464	0.046367220709036136	0.021551724137931036
GSE115469	LBP	gamma-delta T Cells 2	105	0.007453895608584086	0.01904761904761905
GSE115469	PCK1	Central venous LSECs	306	0.06410142331341513	0.05228758169934641
GSE115469	PCK1	Cholangiocytes	119	0.07778609681780599	0.14285714285714285
GSE115469	PCK1	Erythroid Cells	93	0.38822725639548356	0.15053763440860216
GSE115469	PCK1	Hepatic Stellate Cells	37	0.10571073921951088	0.10810810810810811
GSE115469	PCK1	Hepatocyte 1	1006	2.1899267323981695	0.911530815109344
GSE115469	PCK1	Hepatocyte 2	909	2.2387173804971905	0.922992299229923
GSE115469	PCK1	Hepatocyte 3	629	1.1528410266237912	0.4165341812400636
GSE115469	PCK1	Hepatocyte 4	603	2.657315936056931	0.8474295190713101
GSE115469	PCK1	Hepatocyte 5	202	1.980100398090216	0.8861386138613861
GSE115469	PCK1	Hepatocyte 6	152	1.6792886876746227	0.46710526315789475
GSE115469	PCK1	Inflammatory Macrophage	813	0.10175738713691448	0.056580565805658053
GSE115469	PCK1	Mature B Cells	129	0.1762326530707899	0.07751937984496124
GSE115469	PCK1	NK-like Cells	488	0.12320232049363558	0.08196721311475409
GSE115469	PCK1	Non-inflammatory Macrophage	379	0.04821390621265824	0.0316622691292876
GSE115469	PCK1	Periportal LSECs	327	0.14479083160012504	0.14678899082568808
GSE115469	PCK1	Plasma Cells	511	0.06276118971130386	0.05870841487279843
GSE115469	PCK1	Portal endothelial Cells	211	0.07281867248752105	0.0995260663507109
GSE115469	PCK1	alpha-beta T Cells	961	0.11187657940276083	0.06347554630593132
GSE115469	PCK1	gamma-delta T Cells 1	464	0.18463839937386842	0.08189655172413793
GSE115469	PCK1	gamma-delta T Cells 2	105	0.04192595865045275	0.05714285714285714
GSE115469	LAMA5	Central venous LSECs	306	0.06133806963566861	0.06862745098039216
GSE115469	LAMA5	Cholangiocytes	119	0.05499332066343612	0.058823529411764705
GSE115469	LAMA5	Erythroid Cells	93	0.02420670627265848	0.021505376344086023
GSE115469	LAMA5	Hepatic Stellate Cells	37	0.041776494399921316	0.05405405405405406
GSE115469	LAMA5	Hepatocyte 1	1006	0.027859190082692248	0.027833001988071572
GSE115469	LAMA5	Hepatocyte 2	909	0.04035132103758415	0.0462046204620462
GSE115469	LAMA5	Hepatocyte 3	629	0.05602775033213944	0.02384737678855326
GSE115469	LAMA5	Hepatocyte 4	603	0.04565501588691724	0.024875621890547265
GSE115469	LAMA5	Hepatocyte 5	202	0.017469021353391137	0.04950495049504951
GSE115469	LAMA5	Hepatocyte 6	152	0.0	0.0
GSE115469	LAMA5	Inflammatory Macrophage	813	0.0011271109293601023	0.0012300123001230013
GSE115469	LAMA5	Mature B Cells	129	0.01625563562378403	0.007751937984496124
GSE115469	LAMA5	NK-like Cells	488	0.0	0.0
GSE115469	LAMA5	Non-inflammatory Macrophage	379	0.0	0.0
GSE115469	LAMA5	Periportal LSECs	327	0.061343520834176185	0.07339449541284404
GSE115469	LAMA5	Plasma Cells	511	0.027824437344144234	0.03522504892367906
GSE115469	LAMA5	Portal endothelial Cells	211	0.03750762315158031	0.05687203791469194
GSE115469	LAMA5	alpha-beta T Cells	961	0.0016797191766744846	0.001040582726326743
GSE115469	LAMA5	gamma-delta T Cells 1	464	0.0	0.0
GSE115469	LAMA5	gamma-delta T Cells 2	105	0.0	0.0
GSE115469	POLRMT	Central venous LSECs	306	0.018749600191131918	0.029411764705882353
GSE115469	POLRMT	Cholangiocytes	119	0.05359096574683149	0.09243697478991597
GSE115469	POLRMT	Erythroid Cells	93	0.009356316699776598	0.010752688172043012
GSE115469	POLRMT	Hepatic Stellate Cells	37	0.048522264570803254	0.05405405405405406
GSE115469	POLRMT	Hepatocyte 1	1006	0.06482276317495	0.06560636182902585
GSE115469	POLRMT	Hepatocyte 2	909	0.05783802143024533	0.056105610561056105
